stay_id,begin_of_stay,end_of_stay,persons,room_type,total_price
27291,2016-11-09,2016-11-12,3,Single,418.47
27292,2016-12-30,2017-01-10,2,Double,2111.29
27293,2017-09-30,2017-10-02,4,Family,797.69
27294,2016-06-13,2016-06-25,2,Single,1500.99
27295,2016-09-19,2016-09-21,1,Double,547.53
27296,2018-02-12,2018-02-23,1,Double,1865.13
27297,2019-08-20,2019-08-21,3,Family,535.54
27298,2023-01-07,2023-01-21,3,Family,4035.86
27299,2015-02-19,2015-02-23,1,Double,698.53
27300,2017-10-07,2017-10-18,2,Single,1663.53
27301,2021-04-10,2021-04-21,2,Single,1547.86
27302,2023-03-27,2023-03-30,1,Double,1011.41
27303,2021-11-29,2021-12-11,4,Single,3042.78
27304,2019-05-17,2019-05-28,4,Family,6237.23
27305,2021-10-26,2021-10-31,1,Double,1362.01
27306,2018-11-05,2018-11-14,1,Double,2438.49
27307,2015-02-26,2015-02-28,1,Double,351.42
27308,2017-10-12,2017-10-18,1,Single,573.4
27309,2022-10-29,2022-11-12,4,Family,7610.5
27310,2020-05-18,2020-05-31,3,Single,2851.09
27311,2022-09-08,2022-09-11,2,Single,530.93
27312,2015-08-24,2015-08-28,3,Single,857.87
27313,2019-05-16,2019-05-26,1,Double,3402.42
27314,2021-06-21,2021-07-02,4,Family,6939.29
27315,2021-07-17,2021-07-28,2,Single,2291.61
27316,2023-05-05,2023-05-15,3,Family,4045.47
27317,2018-12-06,2018-12-13,1,Double,1104.77
27318,2022-09-13,2022-09-18,3,Single,998.58
27319,2019-09-19,2019-09-29,3,Family,4988.21
27320,2022-01-24,2022-02-04,2,Double,2248.48
27321,2020-01-25,2020-01-26,4,Single,183.87
27322,2020-02-06,2020-02-15,4,Single,546.32
27323,2016-11-20,2016-11-23,3,Family,1185.15
27324,2023-01-27,2023-02-04,3,Family,2588.7
27325,2021-07-17,2021-07-30,1,Single,4391.68
27326,2015-06-04,2015-06-15,2,Single,3169.19
27327,2017-01-06,2017-01-20,4,Single,1211.34
27328,2023-11-01,2023-11-11,2,Single,1857.37
27329,2016-06-04,2016-06-12,2,Single,2141.83
27330,2023-03-29,2023-04-01,3,Family,1010.25
27331,2022-08-02,2022-08-10,2,Single,2723.36
27332,2015-12-22,2015-12-26,2,Single,372.97
27333,2022-11-13,2022-11-27,3,Single,2645.85
27334,2015-04-04,2015-04-13,1,Single,1362.68
27335,2020-10-14,2020-10-17,2,Double,785.41
27336,2021-06-18,2021-06-27,3,Single,1098.34
27337,2019-11-25,2019-12-02,4,Family,4088.45
27338,2023-06-01,2023-06-06,4,Single,1465.07
27339,2015-01-22,2015-01-28,4,Single,545.7
27340,2017-05-11,2017-05-16,3,Family,1941.08
27341,2018-05-29,2018-06-07,3,Family,2977.49
27342,2020-06-11,2020-06-20,1,Single,2525.27
27343,2020-01-11,2020-01-12,4,Single,95.11
27344,2020-01-29,2020-02-03,2,Double,714.46
27345,2017-09-24,2017-10-02,3,Family,2720.86
27346,2018-08-17,2018-08-25,1,Single,1297.18
27347,2021-01-02,2021-01-04,1,Single,332.46
27348,2015-12-14,2015-12-16,2,Double,282.06
27349,2023-05-26,2023-05-27,4,Family,452.25
27350,2023-03-07,2023-03-19,2,Single,2336.79
27351,2018-01-28,2018-02-07,2,Double,1146.5
27352,2021-04-06,2021-04-09,4,Single,860.9
27353,2023-01-12,2023-01-20,1,Single,1106.8
27354,2015-11-29,2015-12-01,2,Single,267.86
27355,2023-01-31,2023-02-01,1,Single,151.58
27356,2021-07-01,2021-07-13,1,Double,4348.27
27357,2019-07-03,2019-07-13,1,Double,3568.4
27358,2020-11-23,2020-11-29,2,Double,1941.16
27359,2021-07-31,2021-08-03,3,Family,1744.48
27360,2017-11-15,2017-11-25,2,Double,2792.63
27361,2019-12-01,2019-12-06,4,Single,445.65
27362,2023-01-22,2023-01-29,1,Double,1749.78
27363,2020-07-19,2020-07-20,4,Family,818.61
27364,2015-04-05,2015-04-09,3,Family,2198.71
27365,2021-01-28,2021-02-02,2,Single,422.12
27366,2018-06-23,2018-06-26,3,Family,2055.15
27367,2019-11-04,2019-11-15,2,Single,2278.32
27368,2016-05-16,2016-05-26,3,Family,3329.47
27369,2023-07-31,2023-08-04,2,Single,904.8
27370,2021-10-23,2021-10-25,3,Family,950.47
27371,2017-11-08,2017-11-10,3,Family,859.32
27372,2021-08-07,2021-08-12,3,Single,911.27
27373,2018-12-26,2019-01-02,4,Single,808.79
27374,2019-01-11,2019-01-15,1,Single,402.04
27375,2015-09-22,2015-09-29,4,Family,3019.61
27376,2015-12-06,2015-12-17,3,Family,2547.78
27377,2016-03-14,2016-03-15,2,Double,343.27
27378,2020-11-18,2020-11-19,1,Double,329.88
27379,2022-09-23,2022-10-06,2,Single,1777.43
27380,2018-06-06,2018-06-19,2,Single,2338.06
27381,2015-07-15,2015-07-29,1,Double,4383.74
27382,2020-07-11,2020-07-25,3,Family,9361.29
27383,2018-10-17,2018-10-21,3,Single,652.16
27384,2016-04-26,2016-05-08,2,Double,1945.22
27385,2016-02-15,2016-02-16,4,Single,70.96
27386,2023-03-27,2023-03-29,2,Double,773.38
27387,2022-09-17,2022-09-26,4,Family,6048.07
27388,2018-01-15,2018-01-27,4,Family,2343.71
27389,2016-08-20,2016-08-28,4,Single,1209.21
27390,2016-11-20,2016-12-02,2,Double,2708.72
27391,2021-08-10,2021-08-21,2,Double,4238.47
27392,2023-01-22,2023-01-29,4,Single,912.95
27393,2018-08-28,2018-09-01,1,Single,1293.79
27394,2015-07-18,2015-07-23,1,Single,1051.82
27395,2021-01-22,2021-01-29,4,Family,1953.67
27396,2021-12-17,2021-12-20,4,Family,930.35
27397,2023-09-22,2023-10-06,3,Family,6911.58
27398,2019-11-07,2019-11-14,1,Single,731.28
27399,2015-05-19,2015-05-31,4,Single,2313.48
27400,2022-12-06,2022-12-19,1,Double,1508.61
27401,2021-06-08,2021-06-17,1,Double,3326.51
27402,2022-12-23,2022-12-24,2,Single,104.0
27403,2016-06-24,2016-07-04,1,Single,1964.52
27404,2019-06-07,2019-06-15,1,Double,2449.01
27405,2023-05-25,2023-06-06,2,Single,2918.29
27406,2019-05-12,2019-05-19,1,Double,2038.88
27407,2015-10-18,2015-10-30,3,Single,2351.63
27408,2021-05-30,2021-05-31,2,Double,300.13
27409,2021-02-06,2021-02-13,2,Double,1972.77
27410,2019-07-18,2019-07-20,3,Family,919.53
27411,2019-10-11,2019-10-18,4,Single,1619.02
27412,2019-11-15,2019-11-22,4,Single,1358.73
27413,2023-08-28,2023-09-10,2,Single,2537.94
27414,2019-09-05,2019-09-18,1,Single,2340.33
27415,2021-04-27,2021-05-04,1,Double,1891.29
27416,2018-06-30,2018-07-01,1,Single,223.72
27417,2015-05-04,2015-05-11,2,Single,491.06
27418,2016-01-28,2016-02-06,1,Single,805.23
27419,2019-09-24,2019-09-26,4,Family,848.71
27420,2022-03-28,2022-04-11,1,Double,3989.21
27421,2015-05-19,2015-05-24,1,Double,1307.06
27422,2023-09-16,2023-09-28,3,Single,4862.71
27423,2018-07-15,2018-07-17,4,Single,455.55
27424,2021-08-11,2021-08-19,4,Family,4414.12
27425,2023-12-23,2024-01-06,2,Double,2437.3
27426,2015-04-18,2015-04-24,1,Double,1217.18
27427,2020-05-04,2020-05-08,4,Single,870.81
27428,2019-06-23,2019-06-29,2,Single,1557.07
27429,2020-09-22,2020-09-25,2,Double,688.19
27430,2023-06-09,2023-06-17,2,Single,2451.4
27431,2016-06-02,2016-06-10,1,Single,1433.66
27432,2022-06-25,2022-06-27,1,Double,786.5
27433,2022-08-18,2022-08-23,1,Single,1207.91
27434,2017-06-08,2017-06-20,1,Single,2680.76
27435,2020-01-26,2020-02-08,4,Single,1199.88
27436,2016-09-17,2016-09-25,2,Double,1621.87
27437,2021-05-26,2021-06-02,3,Family,2544.61
27438,2016-08-06,2016-08-14,2,Single,1646.38
27439,2020-09-16,2020-09-26,1,Single,1637.09
27440,2015-01-17,2015-01-25,3,Single,560.96
27441,2023-08-02,2023-08-03,4,Single,219.74
27442,2020-05-25,2020-05-29,4,Single,587.13
27443,2023-03-08,2023-03-13,4,Family,2586.49
27444,2015-02-09,2015-02-16,1,Double,1030.56
27445,2016-07-11,2016-07-25,4,Single,2188.9
27446,2019-01-14,2019-01-21,2,Double,1225.35
27447,2020-11-13,2020-11-26,2,Single,2074.37
27448,2023-12-14,2023-12-20,1,Double,836.56
27449,2015-03-14,2015-03-28,4,Family,4661.38
27450,2021-03-30,2021-04-05,3,Single,1261.37
27451,2017-02-07,2017-02-09,2,Single,227.94
27452,2016-08-06,2016-08-13,1,Double,2056.06
27453,2016-07-13,2016-07-17,1,Single,992.19
27454,2015-12-12,2015-12-16,3,Single,366.38
27455,2019-06-26,2019-06-27,1,Double,369.12
27456,2023-07-02,2023-07-10,1,Double,3902.69
27457,2017-09-08,2017-09-12,2,Double,1046.5
27458,2019-02-20,2019-02-23,1,Single,352.51
27459,2018-06-05,2018-06-10,1,Single,1297.67
27460,2019-04-09,2019-04-16,2,Double,1623.11
27461,2015-01-18,2015-01-25,1,Double,889.32
27462,2016-05-16,2016-05-30,4,Family,6666.98
27463,2017-11-17,2017-11-18,1,Double,248.99
27464,2016-05-24,2016-05-31,4,Single,1378.1
27465,2015-09-21,2015-10-02,3,Family,4201.54
27466,2016-04-02,2016-04-03,4,Family,524.99
27467,2019-02-04,2019-02-14,4,Family,2717.58
27468,2018-04-14,2018-04-25,2,Single,1156.62
27469,2021-08-21,2021-08-28,1,Double,1794.57
27470,2022-09-27,2022-10-11,2,Single,2770.53
27471,2022-11-26,2022-12-10,3,Single,2937.43
27472,2016-07-21,2016-08-01,2,Single,2963.62
27473,2022-05-21,2022-05-23,2,Single,290.4
27474,2018-11-03,2018-11-11,1,Double,2081.92
27475,2019-08-05,2019-08-17,4,Single,3014.33
27476,2023-12-05,2023-12-17,3,Single,1261.24
27477,2016-11-02,2016-11-10,1,Double,2110.57
27478,2016-05-05,2016-05-18,4,Single,1728.76
27479,2017-10-31,2017-11-03,1,Single,450.34
27480,2022-08-06,2022-08-09,2,Double,1400.53
27481,2016-09-17,2016-09-25,4,Single,972.08
27482,2020-01-19,2020-01-21,4,Single,162.58
27483,2018-04-26,2018-05-03,4,Family,3009.51
27484,2015-11-11,2015-11-18,1,Double,1790.71
27485,2019-05-13,2019-05-19,3,Family,2182.98
27486,2023-09-19,2023-09-21,1,Double,1163.57
27487,2016-07-16,2016-07-25,4,Single,2320.17
27488,2018-07-20,2018-07-27,4,Family,3933.46
27489,2016-01-16,2016-01-20,1,Double,507.17
27490,2015-12-08,2015-12-13,4,Family,1463.66
27491,2021-09-19,2021-10-01,3,Family,5177.84
27492,2017-05-29,2017-06-02,4,Single,559.62
27493,2021-08-16,2021-08-27,2,Single,1813.23
27494,2015-08-30,2015-09-11,1,Single,2900.81
27495,2022-10-31,2022-11-08,3,Family,3437.62
27496,2017-07-12,2017-07-14,2,Single,463.98
27497,2018-06-24,2018-06-29,2,Single,1306.17
27498,2021-07-02,2021-07-09,3,Single,1252.99
27499,2016-01-27,2016-02-10,1,Double,2150.3
27500,2015-02-28,2015-03-05,3,Single,482.2
27501,2021-02-09,2021-02-13,4,Family,1440.14
27502,2019-01-19,2019-02-01,2,Single,1045.76
27503,2021-08-02,2021-08-10,3,Family,5218.11
27504,2018-07-13,2018-07-24,1,Single,1501.91
27505,2019-12-27,2019-12-29,2,Single,164.87
27506,2015-04-26,2015-05-02,2,Single,824.25
27507,2016-01-23,2016-01-26,1,Double,585.92
27508,2023-01-22,2023-02-03,1,Double,2388.6
27509,2015-12-10,2015-12-15,3,Single,434.28
27510,2017-05-05,2017-05-07,2,Single,447.03
27511,2018-03-11,2018-03-17,2,Double,2352.51
27512,2015-10-20,2015-10-29,1,Double,1983.25
27513,2022-01-20,2022-01-23,4,Family,1138.84
27514,2015-07-21,2015-07-26,1,Double,1610.25
27515,2022-04-20,2022-04-23,3,Single,387.56
27516,2015-02-28,2015-03-10,3,Single,1511.03
27517,2019-08-26,2019-09-05,1,Single,3430.92
27518,2017-08-09,2017-08-11,1,Single,411.39
27519,2018-02-18,2018-03-02,4,Family,2392.8
27520,2017-10-05,2017-10-12,3,Single,983.34
27521,2015-08-21,2015-08-24,3,Single,725.89
27522,2020-03-04,2020-03-16,2,Single,2627.93
27523,2022-10-17,2022-10-31,1,Double,5225.48
27524,2018-06-29,2018-07-08,1,Single,2200.84
27525,2017-02-03,2017-02-10,4,Single,688.44
27526,2022-12-24,2022-12-28,3,Family,2354.94
27527,2015-04-20,2015-05-04,3,Family,4282.26
27528,2021-02-17,2021-02-24,2,Single,825.66
27529,2017-07-02,2017-07-13,1,Single,3263.43
27530,2015-05-27,2015-06-09,3,Single,2192.14
27531,2023-10-04,2023-10-11,3,Family,4466.58
27532,2016-07-04,2016-07-08,4,Single,612.14
27533,2022-03-28,2022-04-05,4,Family,3116.27
27534,2021-08-18,2021-08-31,1,Single,2802.95
27535,2020-07-05,2020-07-12,2,Single,1455.33
27536,2017-03-21,2017-03-24,1,Single,399.46
27537,2023-07-04,2023-07-15,1,Double,5527.4
27538,2022-07-28,2022-08-03,4,Family,3869.95
27539,2020-06-02,2020-06-11,2,Double,3284.73
27540,2017-01-25,2017-01-28,2,Single,446.02
27541,2017-04-13,2017-04-21,1,Single,1383.95
27542,2017-11-18,2017-12-02,4,Family,4729.84
27543,2021-06-16,2021-06-24,2,Single,2092.86
27544,2017-10-19,2017-10-30,1,Double,3235.71
27545,2017-09-20,2017-09-29,2,Single,1374.7
27546,2022-11-18,2022-11-24,3,Single,1945.77
27547,2017-06-22,2017-07-02,4,Family,6044.57
27548,2016-01-19,2016-02-02,4,Single,1319.29
27549,2017-09-18,2017-09-29,3,Single,1998.23
27550,2016-12-03,2016-12-17,3,Single,1209.54
27551,2017-11-04,2017-11-13,3,Family,4313.15
27552,2017-12-06,2017-12-09,1,Single,325.58
27553,2018-08-16,2018-08-20,3,Family,1801.63
27554,2016-11-03,2016-11-11,1,Double,2133.82
27555,2023-11-16,2023-11-28,2,Double,3109.62
27556,2021-06-28,2021-07-06,3,Family,5123.35
27557,2022-06-13,2022-06-22,3,Single,1665.81
27558,2022-01-31,2022-02-13,3,Family,3862.64
27559,2021-04-12,2021-04-21,4,Single,2249.32
27560,2022-01-08,2022-01-12,2,Single,473.84
27561,2017-10-08,2017-10-20,3,Single,1724.91
27562,2018-07-29,2018-08-07,3,Family,4867.15
27563,2020-12-06,2020-12-16,3,Family,3557.36
27564,2017-04-11,2017-04-18,4,Single,1046.75
27565,2019-01-11,2019-01-25,4,Family,4717.57
27566,2015-01-19,2015-02-02,2,Double,1739.38
27567,2017-03-04,2017-03-13,4,Single,1305.94
27568,2019-08-26,2019-08-30,1,Double,1355.45
27569,2022-08-12,2022-08-22,2,Single,2117.15
27570,2015-06-03,2015-06-13,2,Double,2844.8
27571,2021-05-17,2021-05-21,3,Single,645.01
27572,2023-05-06,2023-05-08,2,Single,393.87
27573,2018-04-03,2018-04-05,4,Single,257.35
27574,2017-03-20,2017-03-23,4,Family,1304.14
27575,2021-11-15,2021-11-19,2,Double,1129.94
27576,2015-04-20,2015-04-22,4,Family,1038.72
27577,2022-09-21,2022-10-01,3,Single,1072.07
27578,2020-01-17,2020-01-27,3,Family,2335.59
27579,2023-06-15,2023-06-19,3,Single,1227.34
27580,2021-11-13,2021-11-17,4,Single,745.62
27581,2021-03-04,2021-03-17,4,Single,1637.75
27582,2019-11-29,2019-11-30,1,Single,214.74
27583,2017-05-27,2017-06-02,4,Single,790.0
27584,2016-04-22,2016-05-02,3,Single,1232.05
27585,2017-09-19,2017-09-30,4,Family,4931.25
27586,2023-06-02,2023-06-14,4,Single,2249.26
27587,2015-02-24,2015-02-27,4,Single,232.22
27588,2020-11-10,2020-11-17,1,Double,1593.79
27589,2019-08-28,2019-09-11,4,Single,3881.08
27590,2023-11-27,2023-12-08,1,Single,1596.1
27591,2020-11-18,2020-12-01,4,Family,5896.21
27592,2022-08-13,2022-08-19,1,Single,1275.33
27593,2020-06-25,2020-07-03,3,Single,1717.15
27594,2018-01-04,2018-01-09,3,Single,697.83
27595,2018-08-28,2018-08-31,2,Double,1440.73
27596,2020-08-29,2020-09-08,2,Single,2507.65
27597,2021-01-09,2021-01-11,4,Single,155.88
27598,2017-05-09,2017-05-20,1,Single,1450.05
27599,2017-06-08,2017-06-20,4,Single,2839.6
27600,2016-01-06,2016-01-12,1,Double,797.04
27601,2020-06-10,2020-06-22,3,Family,7827.58
27602,2020-08-29,2020-09-01,4,Family,2002.3
27603,2020-02-25,2020-03-06,3,Family,2255.37
27604,2022-12-02,2022-12-06,3,Family,1125.34
27605,2016-09-11,2016-09-25,2,Double,4213.85
27606,2020-01-09,2020-01-16,2,Single,911.3
27607,2019-04-01,2019-04-09,2,Double,2518.51
27608,2022-04-08,2022-04-12,3,Single,453.24
27609,2021-03-17,2021-03-31,2,Single,3160.78
27610,2020-08-25,2020-09-08,2,Single,2124.57
27611,2015-02-09,2015-02-14,1,Double,491.02
27612,2022-03-31,2022-04-10,1,Double,2418.32
27613,2020-12-03,2020-12-06,2,Single,312.0
27614,2019-09-13,2019-09-26,4,Family,6207.69
27615,2021-05-07,2021-05-09,2,Double,740.62
27616,2016-10-08,2016-10-22,4,Family,6709.89
27617,2021-02-28,2021-03-03,2,Double,449.56
27618,2017-03-28,2017-04-01,2,Double,1472.92
27619,2017-09-03,2017-09-05,2,Double,558.13
27620,2016-07-03,2016-07-08,4,Family,2712.43
27621,2017-02-28,2017-03-01,4,Family,198.19
27622,2018-12-17,2018-12-25,3,Family,2638.53
27623,2022-09-16,2022-09-30,2,Double,3391.45
27624,2016-05-15,2016-05-24,1,Single,1627.8
27625,2019-12-10,2019-12-15,1,Double,692.01
27626,2022-01-21,2022-02-03,4,Single,1097.43
27627,2019-11-14,2019-11-21,2,Double,1848.45
27628,2023-08-26,2023-09-04,3,Single,2368.26
27629,2023-12-11,2023-12-25,4,Family,4598.99
27630,2022-07-05,2022-07-18,2,Double,7096.6
27631,2019-04-18,2019-04-29,1,Single,2917.89
27632,2016-03-22,2016-03-24,1,Double,288.0
27633,2019-12-16,2019-12-17,4,Single,180.56
27634,2018-10-30,2018-11-06,3,Single,939.38
27635,2022-10-31,2022-11-10,2,Double,2980.47
27636,2021-10-14,2021-10-23,2,Single,1097.45
27637,2019-10-15,2019-10-16,1,Double,208.5
27638,2018-04-28,2018-05-05,3,Single,1277.52
27639,2021-06-15,2021-06-21,1,Double,2835.07
27640,2022-08-30,2022-09-05,2,Double,1917.02
27641,2018-11-06,2018-11-09,1,Single,469.42
27642,2019-10-04,2019-10-11,3,Single,1083.72
27643,2019-02-10,2019-02-21,3,Family,3449.67
27644,2018-09-03,2018-09-17,1,Single,1903.05
27645,2021-01-26,2021-02-03,4,Single,1007.95
27646,2017-05-11,2017-05-22,2,Single,1603.91
27647,2021-10-08,2021-10-16,2,Double,2991.29
27648,2021-03-14,2021-03-20,3,Single,1258.22
27649,2018-01-07,2018-01-13,1,Single,608.9
27650,2017-08-16,2017-08-23,3,Single,2218.69
27651,2018-10-10,2018-10-21,2,Double,3458.64
27652,2019-09-26,2019-10-08,4,Family,5989.09
27653,2021-03-20,2021-03-28,2,Single,1049.35
27654,2016-08-17,2016-08-31,3,Family,6448.74
27655,2016-11-22,2016-12-06,3,Single,1484.17
27656,2022-02-27,2022-03-12,3,Single,1439.14
27657,2021-04-20,2021-04-22,4,Single,341.9
27658,2023-01-04,2023-01-14,1,Single,877.76
27659,2016-11-09,2016-11-23,1,Double,3673.42
27660,2015-03-03,2015-03-05,1,Single,331.71
27661,2017-12-16,2017-12-21,4,Single,566.85
27662,2023-05-11,2023-05-23,3,Family,6525.67
27663,2016-10-29,2016-11-07,2,Double,2769.35
27664,2019-12-31,2020-01-06,4,Family,1534.61
27665,2018-03-30,2018-04-11,4,Single,1544.58
27666,2020-08-14,2020-08-22,3,Single,2201.98
27667,2016-10-27,2016-10-30,4,Family,1433.29
27668,2019-10-15,2019-10-28,1,Double,3562.22
27669,2019-06-27,2019-07-10,2,Double,4903.63
27670,2017-06-30,2017-07-06,4,Single,1212.43
27671,2023-09-25,2023-10-09,4,Family,6969.84
27672,2022-05-02,2022-05-09,4,Single,1729.72
27673,2016-05-09,2016-05-23,1,Double,3341.64
27674,2017-02-21,2017-02-25,2,Double,581.81
27675,2015-12-29,2015-12-30,1,Double,119.71
27676,2019-11-13,2019-11-20,2,Single,1053.56
27677,2017-05-19,2017-05-27,3,Family,4319.91
27678,2018-03-13,2018-03-15,1,Double,557.72
27679,2022-02-02,2022-02-16,1,Double,1599.47
27680,2019-11-03,2019-11-13,3,Single,1088.5
27681,2019-06-27,2019-06-29,2,Single,372.03
27682,2015-10-15,2015-10-16,4,Single,161.45
27683,2018-07-10,2018-07-21,3,Family,5732.62
27684,2021-10-09,2021-10-16,4,Family,2917.86
27685,2022-12-29,2022-12-30,4,Single,110.45
27686,2018-05-24,2018-06-02,4,Single,1368.59
27687,2023-08-19,2023-08-30,3,Single,3405.55
27688,2022-03-21,2022-03-29,2,Double,3184.83
27689,2021-12-08,2021-12-14,1,Double,1150.7
27690,2019-03-17,2019-03-25,1,Single,1609.49
27691,2015-12-26,2015-12-27,3,Family,232.99
27692,2017-12-28,2017-12-29,3,Family,258.01
27693,2021-03-01,2021-03-02,3,Single,135.49
27694,2016-05-28,2016-05-30,1,Single,422.53
27695,2021-11-18,2021-11-23,1,Double,1744.2
27696,2018-02-07,2018-02-16,1,Double,1392.99
27697,2017-06-10,2017-06-15,4,Single,927.61
27698,2016-08-16,2016-08-22,1,Double,2207.94
27699,2022-07-29,2022-08-07,1,Double,2607.68
27700,2017-06-16,2017-06-21,3,Single,985.1
27701,2019-12-20,2019-12-31,2,Single,882.24
27702,2017-04-24,2017-04-26,4,Single,307.12
27703,2016-11-17,2016-11-20,1,Single,478.98
27704,2017-05-03,2017-05-06,1,Single,400.24
27705,2018-12-27,2019-01-08,3,Family,3206.99
27706,2017-03-27,2017-04-09,1,Single,1732.66
27707,2017-09-27,2017-09-28,4,Family,358.36
27708,2018-01-03,2018-01-05,4,Single,187.69
27709,2017-03-01,2017-03-03,4,Family,646.44
27710,2020-04-15,2020-04-26,1,Double,3603.22
27711,2015-07-21,2015-07-25,2,Single,862.43
27712,2015-10-06,2015-10-08,2,Single,334.83
27713,2015-04-06,2015-04-08,2,Single,324.29
27714,2022-12-17,2022-12-26,4,Single,1867.3
27715,2021-08-21,2021-09-04,3,Single,2775.94
27716,2020-11-13,2020-11-21,2,Double,2750.74
27717,2015-04-23,2015-04-27,2,Double,1021.23
27718,2020-06-06,2020-06-15,3,Single,1466.88
27719,2016-04-22,2016-05-06,1,Single,1553.96
27720,2022-03-13,2022-03-19,2,Single,1346.82
27721,2022-03-02,2022-03-15,3,Family,6771.3
27722,2017-12-13,2017-12-23,3,Single,763.2
27723,2020-09-19,2020-09-20,4,Family,383.39
27724,2022-11-14,2022-11-20,3,Family,2589.15
27725,2018-06-30,2018-07-04,3,Single,767.85
27726,2016-11-19,2016-11-22,2,Single,466.81
27727,2016-05-04,2016-05-08,4,Family,1474.79
27728,2019-12-03,2019-12-07,3,Single,706.83
27729,2015-09-22,2015-09-28,2,Double,1986.44
27730,2019-09-13,2019-09-16,1,Single,489.78
27731,2018-06-21,2018-07-01,3,Family,5867.62
27732,2015-06-25,2015-07-01,4,Single,1021.35
27733,2022-05-12,2022-05-23,2,Double,3769.5
27734,2015-06-30,2015-07-12,4,Family,6662.98
27735,2015-03-16,2015-03-27,4,Single,1707.57
27736,2019-05-15,2019-05-26,3,Single,2284.9
27737,2018-02-22,2018-02-24,2,Double,477.62
27738,2020-11-29,2020-11-30,3,Single,179.83
27739,2021-07-19,2021-07-31,1,Single,3540.68
27740,2021-05-27,2021-05-30,1,Double,762.8
27741,2015-11-17,2015-11-26,4,Family,3348.21
27742,2021-12-05,2021-12-14,4,Family,3132.66
27743,2023-09-23,2023-09-30,4,Family,4348.02
27744,2018-11-16,2018-11-25,2,Double,2165.94
27745,2017-02-08,2017-02-18,1,Double,1865.3
27746,2021-11-15,2021-11-22,3,Family,2815.87
27747,2022-01-01,2022-01-12,3,Single,1255.58
27748,2021-04-11,2021-04-25,4,Family,7461.75
27749,2018-03-19,2018-03-29,2,Single,2677.75
27750,2018-06-16,2018-06-25,1,Single,1471.28
27751,2023-11-10,2023-11-12,1,Single,313.81
27752,2017-03-27,2017-04-02,4,Family,3054.39
27753,2015-01-08,2015-01-20,3,Family,3358.45
27754,2018-09-04,2018-09-12,1,Double,1492.54
27755,2021-09-19,2021-09-26,2,Double,1700.66
27756,2015-08-01,2015-08-03,1,Double,601.87
27757,2015-06-07,2015-06-09,4,Family,981.23
27758,2017-05-20,2017-05-23,4,Family,1439.22
27759,2019-04-18,2019-04-24,2,Single,1233.85
27760,2015-01-29,2015-02-02,1,Double,494.9
27761,2019-04-04,2019-04-07,3,Family,1364.31
27762,2016-08-31,2016-09-01,3,Single,133.96
27763,2016-08-06,2016-08-08,1,Single,364.96
27764,2017-02-17,2017-02-25,1,Double,1055.84
27765,2015-11-19,2015-11-20,2,Single,94.47
27766,2019-07-02,2019-07-10,2,Double,3743.48
27767,2017-08-27,2017-08-31,1,Double,1288.23
27768,2018-09-01,2018-09-03,1,Single,272.44
27769,2016-01-13,2016-01-18,2,Single,495.03
27770,2019-10-29,2019-11-01,3,Single,287.13
27771,2022-05-16,2022-05-21,2,Single,1015.02
27772,2023-08-01,2023-08-11,2,Single,2479.82
27773,2016-11-26,2016-12-09,1,Double,2498.55
27774,2023-08-23,2023-08-29,4,Single,1137.81
27775,2017-09-30,2017-10-12,2,Single,3256.73
27776,2023-01-07,2023-01-12,2,Double,858.04
27777,2020-04-18,2020-04-30,3,Family,3969.17
27778,2018-08-24,2018-09-04,1,Double,3633.29
27779,2021-05-19,2021-05-30,1,Double,3496.86
27780,2021-02-08,2021-02-19,3,Family,2505.6
27781,2022-07-25,2022-08-07,4,Family,8063.36
27782,2022-09-26,2022-10-05,2,Single,1040.07
27783,2018-11-14,2018-11-16,4,Single,231.0
27784,2023-05-27,2023-06-02,1,Single,908.74
27785,2023-07-19,2023-07-21,2,Single,585.93
27786,2018-07-17,2018-07-20,1,Single,825.95
27787,2020-01-25,2020-02-07,1,Single,2263.71
27788,2021-01-27,2021-01-30,1,Double,540.53
27789,2021-05-15,2021-05-29,3,Single,1999.84
27790,2018-03-23,2018-03-25,4,Single,248.67
27791,2023-03-17,2023-03-18,2,Single,128.65
27792,2021-06-02,2021-06-03,3,Family,716.58
27793,2018-10-19,2018-10-25,3,Single,1014.39
27794,2016-03-28,2016-04-01,3,Single,458.28
27795,2019-12-15,2019-12-24,2,Single,1352.03
27796,2016-06-02,2016-06-09,4,Family,3662.51
27797,2020-09-14,2020-09-17,3,Single,463.69
27798,2019-03-14,2019-03-19,1,Double,1447.63
27799,2021-04-07,2021-04-16,1,Double,2819.84
27800,2023-08-05,2023-08-06,2,Double,481.97
27801,2016-01-04,2016-01-14,1,Single,1375.16
27802,2022-12-15,2022-12-28,1,Single,4437.01
27803,2018-07-30,2018-08-10,3,Family,5241.81
27804,2016-05-05,2016-05-18,1,Double,3765.31
27805,2015-09-04,2015-09-15,1,Single,1184.56
27806,2021-03-22,2021-03-29,2,Single,1734.36
27807,2015-12-20,2015-12-23,1,Double,496.28
27808,2016-08-25,2016-08-27,2,Double,775.58
27809,2022-04-15,2022-04-17,1,Single,492.77
27810,2022-09-07,2022-09-11,4,Single,762.6
27811,2020-08-14,2020-08-16,4,Single,557.02
27812,2017-07-01,2017-07-15,1,Double,3319.0
27813,2021-04-13,2021-04-23,1,Double,2440.55
